tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2026-03-04 06:38:07,2026-03-04 07:18:44,1,11.8,32.92,Credit Card
2026-03-01 02:56:43,2026-03-01 03:25:33,3,2.66,14.65,Credit Card
2026-03-03 13:10:06,2026-03-03 13:24:21,1,5.79,18.5,Cash
2026-03-05 06:30:29,2026-03-05 07:01:00,4,3.72,22.07,Cash
2026-03-06 19:07:34,2026-03-06 19:51:02,3,14.74,45.94,No Charge
2026-03-07 19:22:06,2026-03-07 20:10:28,1,0.82,6.79,Credit Card
2026-03-05 00:14:06,2026-03-05 01:00:00,5,-3.34,-2.09,Credit Card
2026-03-06 20:16:12,2026-03-06 20:31:52,6,11.87,34.12,Dispute
2026-03-03 19:35:10,2026-03-03 20:15:44,1,3.59,15.38,Dispute
2026-03-03 06:10:30,2026-03-03 06:44:53,5,3.23,16.89,Dispute
2026-03-07 04:39:30,2026-03-07 04:46:49,6,19.04,55.48,Credit Card
2026-03-01 02:07:34,2026-03-01 02:54:05,1,-2.89,2.84,No Charge
2026-03-05 11:56:49,2026-03-05 12:31:18,6,14.96,40.45,Credit Card
2026-03-02 01:45:33,2026-03-02 02:25:12,3,7.28,-1.52,No Charge
2026-03-05 20:13:01,2026-03-05 20:58:33,3,5.15,25.53,Cash
2026-03-07 14:10:58,2026-03-07 14:57:41,5,13.74,39.04,Credit Card
2026-03-02 03:33:44,2026-03-02 03:41:59,3,24.45,73.15,Cash
2026-03-06 23:05:31,2026-03-06 23:08:50,2,6.22,23.09,Dispute
2026-03-07 15:49:36,2026-03-07 16:32:33,6,8.3,26.94,Dispute
2026-03-07 10:10:09,2026-03-07 10:49:33,1,20.43,60.48,Cash
2026-03-05 18:35:30,2026-03-05 18:58:15,6,22.22,65.78,Credit Card
2026-03-05 03:54:46,2026-03-05 04:17:04,6,9.86,36.05,Cash
2026-03-07 19:05:03,2026-03-07 19:26:09,6,-3.54,1.36,Credit Card
2026-03-03 01:51:20,2026-03-03 02:10:28,1,8.67,24.85,No Charge
2026-03-02 09:47:01,2026-03-02 10:13:31,1,8.99,28.25,No Charge
2026-03-07 20:25:33,2026-03-07 20:30:15,1,16.19,44.09,No Charge
2026-03-07 10:19:23,2026-03-07 10:45:22,1,21.55,64.46,No Charge
2026-03-03 04:00:43,2026-03-03 04:56:52,2,3.38,19.27,Cash
2026-03-01 08:31:49,2026-03-01 09:26:32,4,19.78,53.08,Cash
2026-03-07 14:42:49,2026-03-07 15:13:26,3,3.33,20.01,Credit Card
2026-03-05 18:29:51,2026-03-05 18:49:37,2,2.81,17.43,Cash
2026-03-03 05:28:05,2026-03-03 05:44:53,5,20.23,60.2,No Charge
2026-03-02 19:28:08,2026-03-02 20:03:21,6,15.58,50.89,Cash
2026-03-01 02:48:18,2026-03-01 03:31:49,6,17.0,51.45,Credit Card
2026-03-05 18:29:22,2026-03-05 18:59:50,1,23.19,68.75,Credit Card
2026-03-03 09:27:07,2026-03-03 10:13:34,5,22.48,68.78,Dispute
2026-03-07 03:40:16,2026-03-07 04:28:58,2,12.92,38.41,Credit Card
2026-03-02 03:29:11,2026-03-02 03:43:58,4,9.42,29.65,Cash
2026-03-06 08:23:45,2026-03-06 08:29:11,2,13.79,41.86,Dispute
2026-03-02 11:15:05,2026-03-02 11:29:39,3,4.45,14.6,Credit Card
2026-03-02 21:51:41,2026-03-02 22:36:23,6,5.74,22.83,Dispute
2026-03-03 06:33:02,2026-03-03 06:45:24,3,13.22,36.84,Cash
2026-03-03 06:20:14,2026-03-03 07:08:49,1,7.67,30.44,No Charge
2026-03-06 10:02:09,2026-03-06 10:15:11,2,10.83,37.11,Dispute
2026-03-04 15:48:10,2026-03-04 16:19:00,4,20.87,61.92,Dispute
2026-03-06 09:03:10,2026-03-06 09:25:41,6,4.83,20.85,Dispute
2026-03-05 18:33:08,2026-03-05 19:29:27,4,22.29,61.43,No Charge
2026-03-04 03:55:59,2026-03-04 04:42:42,5,16.49,53.07,Dispute
2026-03-03 10:37:18,2026-03-03 10:54:06,5,16.04,47.49,Cash
2026-03-07 08:31:29,2026-03-07 08:38:08,3,0.86,13.87,Credit Card
2026-03-07 22:26:57,2026-03-07 23:14:57,6,21.85,62.84,Credit Card
2026-03-05 00:35:27,2026-03-05 00:43:47,3,21.38,59.61,Cash
2026-03-04 13:25:49,2026-03-04 14:04:43,1,24.73,70.49,Dispute
2026-03-01 12:29:41,2026-03-01 13:16:21,3,19.01,55.38,Cash
2026-03-01 23:21:55,2026-03-02 00:02:50,2,4.44,15.23,Dispute
2026-03-05 14:43:10,2026-03-05 15:33:14,5,24.01,69.06,Dispute
2026-03-06 16:48:50,2026-03-06 17:20:49,3,11.53,41.44,Dispute
2026-03-07 16:15:50,2026-03-07 16:48:55,5,3.79,12.7,Credit Card
2026-03-01 08:40:21,2026-03-01 09:12:16,3,22.1,64.77,No Charge
2026-03-04 19:56:49,2026-03-04 20:29:53,5,3.66,14.92,Dispute
2026-03-04 17:06:20,2026-03-04 18:03:13,3,3.59,16.91,Cash
2026-03-05 14:44:14,2026-03-05 15:12:12,5,7.54,25.66,No Charge
2026-03-01 16:37:24,2026-03-01 16:44:20,2,5.2,25.31,Credit Card
2026-03-06 01:59:01,2026-03-06 02:41:39,3,18.15,55.8,Dispute
2026-03-06 23:53:51,2026-03-07 00:12:03,5,10.99,33.17,Cash
2026-03-02 04:27:27,2026-03-02 05:26:39,4,24.1,72.86,Cash
2026-03-01 03:03:18,2026-03-01 03:06:33,1,20.06,-0.04,No Charge
2026-03-03 19:38:19,2026-03-03 20:17:57,5,15.39,41.54,Cash
2026-03-04 00:09:36,2026-03-04 00:58:24,3,4.94,15.76,Cash
2026-03-04 00:46:18,2026-03-04 01:35:58,2,1.81,17.07,Dispute
2026-03-05 16:34:29,2026-03-05 17:14:07,1,6.83,29.39,No Charge
2026-03-01 01:15:27,2026-03-01 01:28:08,1,-4.41,-7.75,Dispute
2026-03-02 22:11:53,2026-03-02 22:26:05,1,8.26,32.64,Credit Card
2026-03-04 10:13:50,2026-03-04 10:36:00,1,8.35,32.01,Dispute
2026-03-07 06:02:07,2026-03-07 06:56:59,4,20.32,56.97,Cash
2026-03-06 03:29:48,2026-03-06 03:57:00,4,7.02,25.53,No Charge
2026-03-04 18:57:18,2026-03-04 19:48:21,2,1.31,6.72,No Charge
2026-03-06 00:53:22,2026-03-06 01:52:54,5,13.82,37.77,Dispute
2026-03-03 01:05:04,2026-03-03 01:09:32,3,17.55,50.19,No Charge
2026-03-05 09:52:19,2026-03-05 10:50:44,1,3.26,12.07,Dispute
2026-03-01 04:56:27,2026-03-01 05:41:48,4,16.03,51.63,No Charge
2026-03-07 21:49:35,2026-03-07 22:43:57,6,15.0,45.31,Credit Card
2026-03-04 19:19:29,2026-03-04 19:35:53,6,2.51,10.57,Dispute
2026-03-05 21:02:11,2026-03-05 21:44:44,5,24.47,68.02,Dispute
2026-03-03 21:06:30,2026-03-03 21:12:09,4,0.81,10.6,Cash
2026-03-04 00:18:05,2026-03-04 00:42:58,2,10.3,34.51,Dispute
2026-03-05 06:34:05,2026-03-05 06:43:16,5,3.38,17.0,Credit Card
2026-03-03 08:07:05,2026-03-03 08:16:42,1,23.86,71.83,Cash
2026-03-05 01:03:21,2026-03-05 01:10:20,5,20.14,60.03,No Charge
2026-03-03 04:48:54,2026-03-03 05:08:42,4,20.39,55.53,No Charge
2026-03-02 15:42:42,2026-03-02 16:30:45,2,9.53,29.58,Dispute
2026-03-01 03:36:44,2026-03-01 03:48:30,6,14.71,44.93,Cash
2026-03-07 20:02:06,2026-03-07 20:19:27,4,14.32,43.07,Credit Card
2026-03-01 17:15:09,2026-03-01 17:41:28,1,18.28,56.27,Credit Card
2026-03-02 01:23:36,2026-03-02 01:34:35,6,4.85,24.49,Credit Card
2026-03-04 04:42:13,2026-03-04 05:08:56,1,20.33,63.48,Credit Card
2026-03-06 08:57:56,2026-03-06 09:20:30,4,11.45,38.01,Dispute
2026-03-02 11:44:54,2026-03-02 12:25:39,4,24.78,69.29,Credit Card
2026-03-07 05:44:33,2026-03-07 06:33:13,3,19.98,56.54,No Charge
2026-03-04 03:12:39,2026-03-04 04:11:00,5,-4.77,-4.06,No Charge
2026-03-06 18:00:09,2026-03-06 18:29:28,2,10.26,31.47,No Charge
2026-03-01 00:42:27,2026-03-01 01:33:51,6,17.73,53.98,Credit Card
2026-03-03 13:28:43,2026-03-03 14:26:31,6,4.68,15.42,Cash
2026-03-04 06:56:14,2026-03-04 07:16:58,5,17.39,54.71,Dispute
2026-03-03 18:25:08,2026-03-03 18:46:28,3,0.77,7.61,Cash
2026-03-03 01:29:23,2026-03-03 02:20:36,3,18.5,-2.47,Credit Card
2026-03-07 04:00:38,2026-03-07 04:57:36,3,5.65,-2.72,Cash
2026-03-03 22:20:52,2026-03-03 23:17:06,3,21.51,57.0,Credit Card
2026-03-06 21:45:01,2026-03-06 22:22:16,5,21.68,62.58,No Charge
2026-03-01 05:52:26,2026-03-01 06:17:10,5,10.9,36.17,Dispute
2026-03-03 18:37:44,2026-03-03 19:08:20,4,11.49,33.08,Dispute
2026-03-02 05:33:44,2026-03-02 06:07:27,5,4.77,16.01,Credit Card
2026-03-01 15:16:39,2026-03-01 15:53:52,2,14.13,47.69,No Charge
2026-03-04 20:59:20,2026-03-04 21:04:42,3,8.35,29.03,No Charge
2026-03-06 02:31:48,2026-03-06 02:47:21,1,1.6,11.18,No Charge
2026-03-05 11:13:54,2026-03-05 11:25:01,1,12.07,41.22,Credit Card
2026-03-05 23:13:19,2026-03-06 00:03:06,5,24.4,73.35,Cash
2026-03-01 06:58:24,2026-03-01 07:47:14,2,22.3,64.85,Credit Card
2026-03-06 07:13:19,2026-03-06 07:20:54,1,20.13,59.96,No Charge
2026-03-02 20:00:24,2026-03-02 20:40:48,5,17.19,49.12,Cash
2026-03-07 18:58:18,2026-03-07 19:05:50,1,19.47,58.0,No Charge
2026-03-04 04:20:55,2026-03-04 04:58:33,6,23.6,66.01,Cash
2026-03-04 06:34:47,2026-03-04 07:27:54,5,17.24,48.73,No Charge
2026-03-01 23:11:35,2026-03-02 00:02:25,5,0.52,13.86,Credit Card
2026-03-03 11:52:27,2026-03-03 11:58:38,1,20.74,56.14,Cash
2026-03-02 23:21:09,2026-03-02 23:59:58,4,1.67,9.2,Credit Card
2026-03-06 14:19:56,2026-03-06 14:56:48,6,5.7,23.2,No Charge
2026-03-06 01:40:21,2026-03-06 02:25:02,3,9.65,37.0,No Charge
2026-03-04 12:53:08,2026-03-04 13:26:27,5,9.97,33.43,Credit Card
2026-03-02 14:09:20,2026-03-02 14:13:01,6,23.04,62.22,Dispute
2026-03-05 20:42:40,2026-03-05 21:32:15,3,23.71,69.62,Dispute
2026-03-05 03:57:36,2026-03-05 04:46:49,5,17.86,50.17,No Charge
2026-03-06 08:20:49,2026-03-06 08:35:32,4,14.33,47.94,Credit Card
2026-03-01 05:29:04,2026-03-01 05:54:09,6,13.23,45.68,Cash
2026-03-06 04:24:00,2026-03-06 04:38:17,1,14.17,45.79,Credit Card
2026-03-05 14:29:32,2026-03-05 14:34:01,1,3.57,17.63,Credit Card
2026-03-03 17:36:24,2026-03-03 17:41:11,2,11.06,40.15,Credit Card
2026-03-02 02:45:03,2026-03-02 02:53:12,3,17.64,52.22,Cash
2026-03-04 05:26:21,2026-03-04 06:10:18,3,23.28,64.47,Dispute
2026-03-02 21:59:33,2026-03-02 22:51:37,2,9.16,31.11,No Charge
2026-03-05 06:38:45,2026-03-05 07:25:31,6,19.57,56.13,Dispute
2026-03-06 11:51:13,2026-03-06 11:57:12,5,-2.39,-0.95,Cash
2026-03-03 05:38:28,2026-03-03 05:43:31,4,5.63,23.43,Cash
2026-03-02 15:12:26,2026-03-02 15:44:18,4,14.0,38.07,No Charge
2026-03-05 06:54:32,2026-03-05 06:59:08,6,-1.81,1.48,No Charge
2026-03-03 15:42:47,2026-03-03 16:02:15,3,4.42,-3.01,Credit Card
2026-03-01 12:38:50,2026-03-01 13:20:44,4,10.77,32.24,Credit Card
2026-03-05 14:12:29,2026-03-05 14:56:17,4,1.82,16.06,Credit Card
2026-03-01 11:58:46,2026-03-01 12:10:39,2,1.19,15.86,Dispute
2026-03-03 22:15:47,2026-03-03 22:34:13,1,7.63,23.6,Credit Card
2026-03-02 00:33:21,2026-03-02 01:19:13,6,2.1,11.27,Credit Card
2026-03-06 03:43:38,2026-03-06 04:33:55,4,4.5,20.26,No Charge
2026-03-03 18:56:05,2026-03-03 19:43:12,3,22.54,61.81,Cash
2026-03-03 02:10:03,2026-03-03 02:46:05,6,7.78,31.57,Credit Card
2026-03-03 21:10:21,2026-03-03 21:32:04,1,15.21,42.39,Cash
2026-03-06 16:25:41,2026-03-06 17:03:43,6,2.61,14.6,Dispute
2026-03-04 10:07:36,2026-03-04 10:13:58,3,9.97,28.95,Credit Card
2026-03-03 09:59:58,2026-03-03 10:34:33,4,5.64,26.05,Credit Card
2026-03-06 08:38:33,2026-03-06 09:11:30,2,11.83,40.74,Credit Card
2026-03-06 10:57:35,2026-03-06 11:51:57,2,17.15,51.79,Credit Card
2026-03-01 23:01:18,2026-03-01 23:37:34,4,6.81,20.56,No Charge
2026-03-06 23:34:50,2026-03-07 00:20:02,1,19.36,54.43,No Charge
2026-03-01 22:15:44,2026-03-01 22:38:59,1,14.45,45.88,No Charge
2026-03-07 03:49:57,2026-03-07 04:32:05,5,13.88,45.29,Cash
2026-03-07 02:14:25,2026-03-07 02:49:06,3,18.78,58.1,No Charge
2026-03-01 02:16:29,2026-03-01 03:00:22,1,4.02,15.06,No Charge
2026-03-04 22:59:58,2026-03-04 23:30:13,3,18.25,51.83,No Charge
2026-03-03 04:57:28,2026-03-03 05:50:04,2,-4.34,-7.54,Credit Card
2026-03-01 15:23:19,2026-03-01 16:18:27,1,20.53,54.74,No Charge
2026-03-03 09:45:33,2026-03-03 09:49:24,1,2.5,18.89,Cash
2026-03-02 18:25:39,2026-03-02 19:19:17,4,23.37,69.04,Dispute
2026-03-07 09:09:27,2026-03-07 09:46:11,5,10.85,32.26,No Charge
2026-03-03 06:37:28,2026-03-03 06:41:45,2,10.23,32.08,Credit Card
2026-03-07 23:28:55,2026-03-08 00:22:49,5,20.15,61.15,Cash
2026-03-01 09:15:31,2026-03-01 10:09:00,2,20.72,62.11,Cash
2026-03-05 13:39:05,2026-03-05 14:08:51,1,-0.11,12.59,Credit Card
2026-03-04 13:56:05,2026-03-04 14:54:06,4,8.9,28.38,No Charge
2026-03-04 07:31:42,2026-03-04 08:24:17,4,8.84,33.91,Cash
2026-03-01 04:51:46,2026-03-01 04:59:53,5,16.94,45.81,Credit Card
2026-03-01 05:44:03,2026-03-01 06:14:11,1,8.07,30.04,Cash
2026-03-01 22:11:11,2026-03-01 22:29:49,3,7.05,21.62,No Charge
2026-03-02 07:18:08,2026-03-02 07:52:07,6,14.63,44.74,Dispute
2026-03-03 14:44:20,2026-03-03 15:27:52,5,21.58,57.57,Cash
2026-03-04 03:48:11,2026-03-04 04:18:28,4,5.91,23.32,Cash
2026-03-05 21:53:41,2026-03-05 22:48:31,4,-2.1,0.16,Credit Card
2026-03-03 16:18:11,2026-03-03 16:50:44,2,1.96,8.99,Cash
2026-03-05 13:16:38,2026-03-05 13:50:26,4,23.21,64.55,No Charge
2026-03-04 02:46:02,2026-03-04 02:57:13,2,9.41,28.88,Cash
2026-03-06 19:35:51,2026-03-06 20:18:49,6,10.48,34.24,Dispute
2026-03-07 07:22:39,2026-03-07 07:44:34,3,4.55,16.04,No Charge
2026-03-02 03:32:44,2026-03-02 04:12:10,3,14.92,49.76,Cash
2026-03-01 11:26:04,2026-03-01 12:02:09,4,0.62,12.9,Dispute
2026-03-01 14:52:05,2026-03-01 15:16:37,1,1.08,8.75,Credit Card
2026-03-02 11:40:48,2026-03-02 12:35:59,5,10.56,35.66,No Charge
2026-03-06 23:25:24,2026-03-07 00:21:26,3,12.55,42.97,No Charge
2026-03-07 04:22:29,2026-03-07 05:02:41,5,19.9,56.15,Credit Card
2026-03-04 07:14:30,2026-03-04 07:47:11,2,24.39,73.18,Dispute
2026-03-07 11:24:43,2026-03-07 12:14:14,2,1.38,12.53,Credit Card
2026-03-07 01:06:02,2026-03-07 01:19:05,6,1.79,8.03,No Charge
2026-03-07 11:57:17,2026-03-07 12:17:02,1,13.65,37.52,Cash
2026-03-06 10:31:16,2026-03-06 10:39:49,5,22.2,61.12,Dispute
2026-03-01 22:32:15,2026-03-01 22:42:24,1,-0.47,6.75,Dispute
2026-03-01 00:57:42,2026-03-01 01:27:53,5,14.6,-0.12,Credit Card
2026-03-01 09:46:08,2026-03-01 10:03:25,2,18.48,56.13,Dispute
2026-03-04 19:49:22,2026-03-04 20:35:20,2,2.32,12.0,Cash
2026-03-02 14:08:47,2026-03-02 15:08:10,3,14.78,48.27,Cash
2026-03-07 14:14:50,2026-03-07 14:49:51,1,6.19,25.87,Credit Card
2026-03-01 20:14:26,2026-03-01 20:55:50,3,11.69,40.96,Credit Card
2026-03-01 00:56:20,2026-03-01 01:29:55,6,15.38,51.23,Credit Card
2026-03-07 01:32:21,2026-03-07 02:30:08,6,-2.41,2.18,No Charge
2026-03-07 23:38:49,2026-03-08 00:37:22,2,8.04,31.78,Dispute
2026-03-05 07:08:40,2026-03-05 07:38:35,6,3.36,-4.52,Dispute
2026-03-05 17:35:53,2026-03-05 17:49:07,2,16.22,52.75,Credit Card
2026-03-04 18:43:48,2026-03-04 19:17:48,3,2.48,13.03,Cash
2026-03-05 14:36:52,2026-03-05 14:53:13,4,24.79,67.04,Dispute
2026-03-03 08:43:39,2026-03-03 09:10:39,6,23.28,65.32,Credit Card
2026-03-01 00:13:01,2026-03-01 00:23:16,2,-2.01,5.79,Dispute
2026-03-06 01:36:32,2026-03-06 02:12:43,4,10.33,30.32,Dispute
2026-03-03 17:10:02,2026-03-03 17:32:24,2,23.05,68.56,Dispute
2026-03-02 04:59:44,2026-03-02 05:27:56,1,3.34,13.81,Dispute
2026-03-05 09:43:01,2026-03-05 09:50:15,2,-2.55,2.13,Credit Card
2026-03-02 16:34:27,2026-03-02 17:19:50,4,9.89,33.48,Cash
2026-03-01 22:15:05,2026-03-01 23:08:30,5,8.45,25.25,No Charge
2026-03-04 21:34:50,2026-03-04 22:17:55,3,0.86,11.4,Credit Card
2026-03-06 19:55:58,2026-03-06 20:49:17,6,5.17,23.23,No Charge
2026-03-07 19:05:52,2026-03-07 19:56:27,6,15.85,50.87,Dispute
2026-03-03 05:17:41,2026-03-03 05:51:02,3,21.85,62.56,Credit Card
2026-03-06 12:41:03,2026-03-06 13:35:37,6,3.11,19.02,Credit Card
2026-03-02 03:05:21,2026-03-02 04:03:09,3,1.66,-8.19,Credit Card
2026-03-01 16:12:58,2026-03-01 16:37:05,6,8.05,26.14,Credit Card
2026-03-03 21:43:08,2026-03-03 22:03:13,6,12.58,44.42,Dispute
2026-03-03 02:24:24,2026-03-03 03:22:07,1,19.34,51.42,Credit Card
2026-03-01 20:15:41,2026-03-01 20:58:14,5,8.22,32.6,Credit Card
2026-03-04 14:52:15,2026-03-04 15:14:14,5,1.09,14.33,Dispute
2026-03-06 03:17:37,2026-03-06 03:38:45,1,17.2,-8.23,Cash
2026-03-06 20:22:56,2026-03-06 21:05:51,3,19.11,51.19,Dispute
2026-03-03 14:58:06,2026-03-03 15:07:02,1,10.41,36.28,Cash
2026-03-02 08:08:43,2026-03-02 08:47:24,3,17.57,54.19,Dispute
2026-03-05 09:05:46,2026-03-05 09:15:43,4,8.92,26.17,Dispute
2026-03-01 13:31:53,2026-03-01 13:47:35,6,1.64,10.99,Dispute
2026-03-06 20:15:18,2026-03-06 20:56:40,3,1.12,10.71,No Charge
2026-03-01 11:55:00,2026-03-01 12:27:43,3,7.28,25.09,Credit Card
2026-03-02 19:54:30,2026-03-02 20:33:55,5,5.68,26.99,Credit Card
2026-03-07 14:27:22,2026-03-07 15:22:37,1,17.82,53.11,Credit Card
2026-03-06 15:40:02,2026-03-06 16:14:24,2,7.96,29.61,Dispute
2026-03-02 11:46:51,2026-03-02 12:12:56,2,9.4,28.36,No Charge
2026-03-03 18:04:19,2026-03-03 19:00:31,6,3.94,17.88,No Charge
2026-03-07 23:09:40,2026-03-07 23:41:48,1,-1.12,6.07,Dispute
2026-03-04 07:31:25,2026-03-04 07:48:02,2,-0.7,-4.85,No Charge
2026-03-02 23:46:28,2026-03-03 00:03:15,2,10.45,33.41,Cash
2026-03-06 16:02:12,2026-03-06 16:46:35,1,20.69,62.79,No Charge
2026-03-03 07:45:20,2026-03-03 08:13:59,6,2.62,13.32,Credit Card
2026-03-04 10:08:07,2026-03-04 11:02:06,6,22.18,67.84,Cash
2026-03-04 20:21:53,2026-03-04 20:31:02,6,7.75,30.1,Dispute
2026-03-04 23:52:37,2026-03-05 00:10:25,5,19.12,59.08,Dispute
2026-03-06 14:05:49,2026-03-06 14:23:35,5,23.62,70.15,No Charge
2026-03-01 00:22:54,2026-03-01 01:12:59,1,22.98,63.98,No Charge
2026-03-05 22:16:27,2026-03-05 22:48:08,2,2.93,17.32,Dispute
2026-03-07 07:05:23,2026-03-07 07:26:12,6,19.62,55.67,Credit Card
2026-03-07 08:25:04,2026-03-07 09:15:25,4,9.49,29.39,Cash
2026-03-01 18:08:31,2026-03-01 18:50:05,1,24.97,68.15,Cash
2026-03-05 04:09:00,2026-03-05 04:32:10,6,3.13,18.28,No Charge
2026-03-01 05:26:31,2026-03-01 05:42:12,3,20.66,62.04,Cash
2026-03-04 14:09:51,2026-03-04 15:01:53,1,5.57,17.7,Dispute
2026-03-05 03:54:33,2026-03-05 04:22:22,3,16.75,50.99,Cash
2026-03-05 07:53:48,2026-03-05 08:17:30,3,22.87,67.65,Cash
2026-03-03 04:56:24,2026-03-03 05:01:33,2,18.25,54.92,Cash
2026-03-02 09:32:42,2026-03-02 09:45:58,2,14.77,45.21,Cash
2026-03-06 22:14:11,2026-03-06 22:21:01,2,16.39,52.5,Credit Card
2026-03-03 17:58:35,2026-03-03 18:09:28,4,11.11,35.9,Credit Card
2026-03-02 04:56:52,2026-03-02 05:07:43,4,4.23,21.69,Credit Card
2026-03-02 10:01:54,2026-03-02 10:18:40,1,11.99,38.85,Cash
2026-03-01 12:06:37,2026-03-01 12:22:14,2,14.13,45.54,No Charge
2026-03-01 03:14:43,2026-03-01 04:02:29,3,19.23,56.05,Cash
2026-03-02 14:53:17,2026-03-02 15:12:58,1,21.12,57.05,Cash
2026-03-06 00:47:21,2026-03-06 00:55:08,5,23.96,69.29,Dispute
2026-03-01 22:24:30,2026-03-01 22:45:51,4,19.87,55.94,No Charge
2026-03-01 23:28:55,2026-03-02 00:11:26,3,14.82,45.33,Credit Card
2026-03-02 11:29:21,2026-03-02 12:04:40,5,4.01,17.64,Dispute
2026-03-03 03:38:02,2026-03-03 04:37:58,1,11.36,33.14,Dispute
2026-03-06 14:10:33,2026-03-06 14:27:07,5,9.47,-2.99,Credit Card
2026-03-05 18:43:43,2026-03-05 19:27:33,1,11.48,34.74,Cash
2026-03-04 10:17:00,2026-03-04 10:33:23,2,12.71,42.25,No Charge
2026-03-07 16:17:06,2026-03-07 16:28:29,1,24.07,70.03,Cash
2026-03-02 17:27:51,2026-03-02 17:33:47,6,0.72,7.54,No Charge
2026-03-02 06:45:01,2026-03-02 07:17:32,3,23.3,64.43,Dispute
2026-03-03 01:02:22,2026-03-03 01:37:20,2,19.36,59.82,No Charge
2026-03-02 19:26:31,2026-03-02 20:10:06,5,3.33,11.98,Credit Card
2026-03-02 18:13:13,2026-03-02 18:49:41,4,19.47,58.34,No Charge
2026-03-07 20:54:26,2026-03-07 21:37:32,4,19.71,62.2,Credit Card
2026-03-01 01:07:48,2026-03-01 01:49:08,1,2.56,15.5,Credit Card
2026-03-02 11:06:34,2026-03-02 11:28:51,1,12.06,40.97,Dispute
2026-03-03 15:38:44,2026-03-03 15:45:53,5,3.62,15.21,No Charge
2026-03-03 03:43:13,2026-03-03 03:59:36,4,3.39,15.81,No Charge
2026-03-06 10:41:34,2026-03-06 11:39:01,4,6.89,26.28,Dispute
2026-03-01 00:29:57,2026-03-01 01:05:11,5,11.09,33.8,No Charge
2026-03-03 01:15:26,2026-03-03 01:40:44,5,2.0,9.78,No Charge
2026-03-02 05:03:49,2026-03-02 05:48:10,4,13.85,47.39,Dispute
2026-03-02 21:25:33,2026-03-02 22:19:29,2,0.73,5.55,Credit Card
2026-03-07 04:35:49,2026-03-07 05:02:20,5,22.81,65.17,Credit Card
2026-03-03 03:41:01,2026-03-03 04:10:33,3,20.62,54.86,Cash
2026-03-01 10:35:00,2026-03-01 10:43:33,4,9.13,27.74,Dispute
2026-03-07 12:18:31,2026-03-07 12:26:45,4,12.82,41.93,Dispute
2026-03-07 00:41:50,2026-03-07 01:36:47,4,3.55,12.01,Cash
2026-03-05 12:50:44,2026-03-05 13:02:20,3,0.91,6.05,No Charge
2026-03-07 11:54:11,2026-03-07 12:15:50,3,21.67,58.6,No Charge
2026-03-03 10:01:42,2026-03-03 10:45:35,2,20.48,62.2,No Charge
2026-03-06 09:01:25,2026-03-06 09:48:57,4,24.23,69.23,Credit Card
2026-03-05 19:01:26,2026-03-05 19:40:51,3,13.44,39.0,No Charge
2026-03-04 06:55:32,2026-03-04 07:53:19,2,15.84,50.77,Cash
2026-03-03 10:18:36,2026-03-03 10:49:48,4,2.53,13.61,Credit Card
2026-03-06 14:14:19,2026-03-06 14:37:37,5,18.72,54.07,Credit Card
2026-03-06 03:13:49,2026-03-06 03:19:47,4,7.34,21.58,Credit Card
2026-03-03 20:07:21,2026-03-03 20:18:40,3,2.09,17.52,Dispute
2026-03-04 23:56:16,2026-03-05 00:05:06,6,11.77,39.84,Credit Card
2026-03-01 10:39:35,2026-03-01 11:19:17,3,3.04,13.77,Dispute
2026-03-03 08:54:51,2026-03-03 09:49:29,6,13.12,43.77,No Charge
2026-03-07 15:00:53,2026-03-07 15:07:11,4,21.47,58.67,Credit Card
2026-03-02 20:05:48,2026-03-02 21:02:34,3,12.4,40.68,Credit Card
2026-03-03 21:18:48,2026-03-03 22:04:54,3,19.28,55.33,Dispute
2026-03-01 19:48:27,2026-03-01 20:22:27,3,23.0,61.24,Cash
2026-03-07 07:22:48,2026-03-07 07:51:01,6,15.08,41.99,No Charge
2026-03-06 01:36:38,2026-03-06 01:55:45,2,20.41,60.06,Cash
2026-03-03 17:39:49,2026-03-03 17:43:11,4,10.16,36.32,Credit Card
2026-03-06 11:41:24,2026-03-06 11:58:40,6,6.71,29.45,Credit Card
2026-03-03 23:37:55,2026-03-03 23:42:28,6,24.0,69.67,Credit Card
2026-03-05 17:13:56,2026-03-05 18:00:09,6,0.58,7.89,Cash
2026-03-06 08:40:30,2026-03-06 09:13:39,2,18.41,56.98,Credit Card
2026-03-04 02:31:07,2026-03-04 03:25:16,2,22.64,65.36,Dispute
2026-03-04 07:13:02,2026-03-04 07:46:08,4,22.36,62.76,Cash
2026-03-06 08:34:30,2026-03-06 09:06:08,6,11.82,33.52,Credit Card
2026-03-04 03:08:22,2026-03-04 03:54:26,2,17.09,47.28,Credit Card
2026-03-04 07:30:37,2026-03-04 08:29:41,2,14.64,-0.37,Dispute
2026-03-05 00:21:08,2026-03-05 01:10:41,3,11.79,39.61,Credit Card
2026-03-07 13:11:08,2026-03-07 13:55:23,5,0.92,11.54,Dispute
2026-03-02 17:35:24,2026-03-02 18:16:12,6,16.62,51.17,Credit Card
2026-03-04 23:10:03,2026-03-04 23:36:56,3,15.01,50.46,Credit Card
2026-03-01 14:01:46,2026-03-01 14:21:26,3,6.55,19.85,Credit Card
